concept,prefLabel,definition,broader
http://www.w3id.org/archlink/terms/conservationthesaurus/C77G9C,gealtert,"An dem Objekt sind Spuren der Veränderung zu beobachten, die auf verschiedenste Einflüsse im Laufe der Lebensgeschichte (der Alterung) des Objektes zurück zu führen sind. Eine alterungsbedingte Veränderung ist nicht zwangsläufig als Beschädigung, sondern unter Umständen als aussagekräftiger Teil der Objektbiographie zu werten.",http://www.w3id.org/archlink/terms/conservationthesaurus/C6GB1C
http://www.w3id.org/archlink/terms/conservationthesaurus/CC2F9C,historische Beschädigung,"Beeinträchtigung eines Objektes, die bereits vor der Bodenlagerung, d.h. in der historischen Geschichte des Objektes, entstanden ist. Eine solche Beeinträchtigung kann infolge der Konzeption, des Herstellungsverfahrens oder der historischen Verwendung auftreten. Sie liefert wichtige Informationen über den kulturellen und historischen Kontext sowie über die technologischen Fähigkeiten der Menschen, die das Objekt hergestellt oder verwendet haben, tragen somit zur wissenschaftlichen Aussagekraft des Objektes bei und bedürfen in der Regel keiner konservatorischen oder restauratorischen Behandlung.",http://www.w3id.org/archlink/terms/conservationthesaurus/C6GB1C
http://www.w3id.org/archlink/terms/conservationthesaurus/A5D63G,altrestauriert,"An dem Objekt sind Spuren der Veränderung festzustellen, die auf eine (oder mehrere) vorherige Konservierungs- bzw. Restaurierungsmaßnahme hindeuten.",http://www.w3id.org/archlink/terms/conservationthesaurus/C6GB1C
http://www.w3id.org/archlink/terms/conservationthesaurus/G9D1C8,Maße,Die Abmessungen des Objektes,http://www.w3id.org/archlink/terms/conservationthesaurus/GDF8C2
http://www.w3id.org/archlink/terms/conservationthesaurus/AG4397,Feuchtigkeitsgehalt,Enthaltener Feuchtigkeitsanteil im Porenraum eines Materials/Objektes,http://www.w3id.org/archlink/terms/conservationthesaurus/GDF8C2
http://www.w3id.org/archlink/terms/conservationthesaurus/G41GC6,Trocken (Objektzustand),Das Materialgefüge/der Porenraum des Objektes oder dessen Oberfläche weisen keinen Wassergehalt auf.,http://www.w3id.org/archlink/terms/conservationthesaurus/AG4397
http://www.w3id.org/archlink/terms/conservationthesaurus/FDB9F5,Feucht (Objektzustand),Das Materialgefüge/der Porenraum des Objektes oder dessen Oberfläche weisen einen leichten bis mittelstarken Wassergehalt auf.,http://www.w3id.org/archlink/terms/conservationthesaurus/AG4397
http://www.w3id.org/archlink/terms/conservationthesaurus/A255FD,Nass (Objektzustand),Das Materialgefüge/der Porenraum des Objektes ist vollständig mit Wasser gesättigt.,http://www.w3id.org/archlink/terms/conservationthesaurus/AG4397
http://www.w3id.org/archlink/terms/conservationthesaurus/DAC996,Schadensphänomen,Art der beobachteten negativen Veränderungen des Objekts im Vergleich zu seinem als ursprünglich angenommenen Zustandes.,http://www.w3id.org/archlink/terms/conservationthesaurus/BC5B57
http://www.w3id.org/archlink/terms/conservationthesaurus/B224CD,Formänderung,"Das Objekt zeigte eine mehr oder weniger stark ausgeprägte Veränderung seiner ursprünglichen oder als ursprünglich angesehenen Form, ohne Verlust des strukturellen Zusammenhalts.",http://www.w3id.org/archlink/terms/conservationthesaurus/DAC996
http://www.w3id.org/archlink/terms/conservationthesaurus/G7D438,blasig,"Das Objekt weist eine gewölbte Oberfläche bzw. mehrere oberflächliche Wölbungen mit Hohlraum darunter auf. Der Hohlraum kann Gas, Flüssigkeit und/oder feste Stoffe enthalten.",http://www.w3id.org/archlink/terms/conservationthesaurus/B224CD
http://www.w3id.org/archlink/terms/conservationthesaurus/A21DB2,aufgeraut (Schadensphänomen),Das Objekt weist eine zunehmend ungleichmäßiger werdende Oberfläche auf.,http://www.w3id.org/archlink/terms/conservationthesaurus/B224CD
http://www.w3id.org/archlink/terms/conservationthesaurus/C7859F,ausgedehnt,Das Objekt zeigt eine Vergrößerung seiner Abmessungen im Vergleich zu seinen ursprünglichen Maßen. Diese kann durch Veränderungen des Objektmaterial selbst oder durch Hinzufügen von Fremdmaterial erfolgt sein.,http://www.w3id.org/archlink/terms/conservationthesaurus/B224CD
http://www.w3id.org/archlink/terms/conservationthesaurus/G23692,geschrumpft,Das Objekt zeigt eine Verkleinerung seiner Abmessungen im Vergleich zu seinen ursprünglichen Maßen.,http://www.w3id.org/archlink/terms/conservationthesaurus/B224CD
http://www.w3id.org/archlink/terms/conservationthesaurus/A8D9GF,deformiert,Das Objekt zeigt eine oder mehrere bruchlose Veränderung(en) seiner ursprünglichen Form oder Abmessung.,http://www.w3id.org/archlink/terms/conservationthesaurus/B224CD
http://www.w3id.org/archlink/terms/conservationthesaurus/GAC37B,eingedrückt (Schadensphänomen),Die Deformation des Objektes weist eine nach innen gerichtete Form auf.,http://www.w3id.org/archlink/terms/conservationthesaurus/A8D9GF
http://www.w3id.org/archlink/terms/conservationthesaurus/B89818,gewellt,Das Objekt zeigt eine wellenförmige/bucklige Formänderung auf.,http://www.w3id.org/archlink/terms/conservationthesaurus/A8D9GF
http://www.w3id.org/archlink/terms/conservationthesaurus/FC4DGB,verworfen,"Das Objekt weist eine in sich (gegeneinander) verschobene, unebene Fläche bzw. Form auf. Verwerfungen gehen häufig mit Brüchen einher.",http://www.w3id.org/archlink/terms/conservationthesaurus/A8D9GF
http://www.w3id.org/archlink/terms/conservationthesaurus/CF4199,verdreht,Das Objekt zeigt eine um eine Achse herumlaufende Deformation,http://www.w3id.org/archlink/terms/conservationthesaurus/A8D9GF
http://www.w3id.org/archlink/terms/conservationthesaurus/C535G6,verbogen,Das Objekt weist eine gekrümmte Deformation in einer Ebene auf,http://www.w3id.org/archlink/terms/conservationthesaurus/A8D9GF
http://www.w3id.org/archlink/terms/conservationthesaurus/ABB9FA,geknickt,Das Objekt zeigt eine scharf umgebogene Deformation,http://www.w3id.org/archlink/terms/conservationthesaurus/A8D9GF
http://www.w3id.org/archlink/terms/conservationthesaurus/D3AGG6,visuelle Veränderung,Eine negative Veränderung des visuellen Erscheinungsbilds des Objektes,http://www.w3id.org/archlink/terms/conservationthesaurus/DAC996
http://www.w3id.org/archlink/terms/conservationthesaurus/FDC65D,fleckig,Das Objekt zeigt partielle farbliche Veränderungen der Oberfläche,http://www.w3id.org/archlink/terms/conservationthesaurus/D3AGG6
http://www.w3id.org/archlink/terms/conservationthesaurus/D8CBG2,eingetrübt,"Das Objekt zeigt eine teilweise oder ganzheitliche Trübung der Oberfläche, bei der die Klarheit und Transparenz des ursprünglichen Aussehens verloren gegangen ist.",http://www.w3id.org/archlink/terms/conservationthesaurus/D3AGG6
http://www.w3id.org/archlink/terms/conservationthesaurus/GA2C4A,mattiert,Die vormals glänzende Oberfläche eines Objektes geht zunehmend in ein mattes Erscheinungsbild über.,http://www.w3id.org/archlink/terms/conservationthesaurus/D3AGG6
http://www.w3id.org/archlink/terms/conservationthesaurus/A4G8FA,farbverändert,"Das Objekt zeigt in seiner Farbigkeit eine Änderung, die mindestend eine der drei Farbparameter Ton, Helligkeit oder Sättigung betrifft.",http://www.w3id.org/archlink/terms/conservationthesaurus/D3AGG6
http://www.w3id.org/archlink/terms/conservationthesaurus/G8GAA6,nachgedunkelt,"Die Farbigkeit des Objektes zeigt eine Reduktion hinsichtlich des Lichtreflexionsvermögen, Tons und/oder Helligkeit",http://www.w3id.org/archlink/terms/conservationthesaurus/A4G8FA
http://www.w3id.org/archlink/terms/conservationthesaurus/ABCF99,verblasst,Die Farbigkeit des Objektes zeigt eine reduzierte Farbsättigung,http://www.w3id.org/archlink/terms/conservationthesaurus/A4G8FA
http://www.w3id.org/archlink/terms/conservationthesaurus/GDCD91,vergilbt,"Die Farbigkeit des Objektes hat sich zu einem gelben, braunen bis goldbraunen Farbton verändert",http://www.w3id.org/archlink/terms/conservationthesaurus/A4G8FA
http://www.w3id.org/archlink/terms/conservationthesaurus/F4D633,irisierende Farbveränderung,Bildung von bunt schillernden Flecken auf archäologischen Gläsern verursacht durch Auslaugungsprozesse der alkalireichen Bestandteile.,http://www.w3id.org/archlink/terms/conservationthesaurus/A4G8FA
http://www.w3id.org/archlink/terms/conservationthesaurus/B86G16,Materialhinzufügung,"Hinzukommen von Material auf, an oder in ein Objekt als Ergebnis natürlicher Prozesse (z. B. Sediment, Staub) oder menschlicher Eingriffe (z. B. konservatorisch-restauratorische Maßnahmen). Der Begriff beschreibt das Vorhandensein zusätzlichen Materials, das nicht zum originalen Material des Objektes gehört.",http://www.w3id.org/archlink/terms/conservationthesaurus/DAC996
http://www.w3id.org/archlink/terms/conservationthesaurus/F9F255,fettverschmiert,Die Oberfläche des Objekt zeigt einen klebrige Ablagerung von Fettpartikeln.,http://www.w3id.org/archlink/terms/conservationthesaurus/B86G16
http://www.w3id.org/archlink/terms/conservationthesaurus/BBF64G,staubbedeckt,Ablagerung von Staubpartikeln auf der Objektoberfläche,http://www.w3id.org/archlink/terms/conservationthesaurus/B86G16
http://www.w3id.org/archlink/terms/conservationthesaurus/BA75DG,salzausblühend,Kristalline Ausfällungen von Salzen auf oder im Objekt,http://www.w3id.org/archlink/terms/conservationthesaurus/B86G16
http://www.w3id.org/archlink/terms/conservationthesaurus/B221BB,kontaminiert,Das Objekt ist mit Gefahr-/Schadstoffen belastet.,http://www.w3id.org/archlink/terms/conservationthesaurus/BBF64G
http://www.w3id.org/archlink/terms/conservationthesaurus/G57G31,biologisch bewachsen,biologische Besiedlung des Objektes durch Mikro- oder Makroorganismen.,http://www.w3id.org/archlink/terms/conservationthesaurus/B86G16
http://www.w3id.org/archlink/terms/conservationthesaurus/GD4F94,schimmelbedeckt,Auf der Oberfläche des Objektes sind visuell sichtbare Ausbreitungen von Schimmelpilz vorhanden.,http://www.w3id.org/archlink/terms/conservationthesaurus/G57G31
http://www.w3id.org/archlink/terms/conservationthesaurus/BG987D,weeping,Bildung von Feuchtigkeitströpfchen bzw. -filmen auf der Oberfläche von Glas unter Umgebungsbedingungen mit hoher Luftfeuchtigkeit.,http://www.w3id.org/archlink/terms/conservationthesaurus/BBF64G
http://www.w3id.org/archlink/terms/conservationthesaurus/C82F3D,zuvor behandelt,"Auf der Objektoberfläche sind Reste rezenter Materialien, wie sie bei einer vorherigen Konservierung und/oder Restaurierung verwendet wurden, festzustellen.",http://www.w3id.org/archlink/terms/conservationthesaurus/BBF64G
http://www.w3id.org/archlink/terms/conservationthesaurus/D48G16,rußbedeckt,Auf der Objektoberfläche zeigen sich schwarze Ablagerungen von Rußpartikeln.,http://www.w3id.org/archlink/terms/conservationthesaurus/B86G16
http://www.w3id.org/archlink/terms/conservationthesaurus/FC7715,sedimentiert,"Das Objekt ist mit lockeren oder leicht verfestigten mineralischen Materialanhaftungen bedeckt. Meist aus feinkörnigen Bodenbestandteilen wie Sand, Schluff, Ton oder Schlamm, die sich durch die Bodenlagerung auf dem Objekt abgesetzt haben.",http://www.w3id.org/archlink/terms/conservationthesaurus/B86G16
http://www.w3id.org/archlink/terms/conservationthesaurus/C3C616,verkrustet,"Auf dem Objekt befinden sich fest haftende, harte Ablagerungen aus mineralischen und/oder organischen Bestandteilen. Auf archäologischen (Metall-)Objekten oft in Form von Konglomeraten aus Sediment und Korrosionsprodukten zu finden.",http://www.w3id.org/archlink/terms/conservationthesaurus/B86G16
http://www.w3id.org/archlink/terms/conservationthesaurus/F473B6,abgelagert,generische Angaben zu jeglicher Form von fremdartiger Ablagerung von Material auf der Oberfläche des Objektes.,http://www.w3id.org/archlink/terms/conservationthesaurus/B86G16
http://www.w3id.org/archlink/terms/conservationthesaurus/C188DA,Substanzverlust,"Material bzw. Teile des Objektes fehlen teilweise oder vollständig infolge physikalischer, chemischer, biologischer oder mechanischer Prozesse.",http://www.w3id.org/archlink/terms/conservationthesaurus/DAC996
http://www.w3id.org/archlink/terms/conservationthesaurus/A8588A,Fehlstellen aufweisend,Das Objekt ist unvollständig und besitzt eine oder mehrere Fehlstellen,http://www.w3id.org/archlink/terms/conservationthesaurus/C188DA
http://www.w3id.org/archlink/terms/conservationthesaurus/D45638,erodiert,Durch die Einwirkung externer Faktoren schleichender Verlust von Oberflächenmaterial des Objektes.,http://www.w3id.org/archlink/terms/conservationthesaurus/C188DA
http://www.w3id.org/archlink/terms/conservationthesaurus/C36GDB,abgerieben,An der Objektoberfläche sind durch Reibungskräfte abgetragene Stellen festzustellen.,http://www.w3id.org/archlink/terms/conservationthesaurus/C188DA
http://www.w3id.org/archlink/terms/conservationthesaurus/D99GD4,zerkratzt,Durch die mechanische Einwirkung scharfer Kanten ist ein Materialverlust an der Objektoberfläche festzustellen.,http://www.w3id.org/archlink/terms/conservationthesaurus/C188DA
http://www.w3id.org/archlink/terms/conservationthesaurus/C5GCB6,zerfressen,Materialverlust an/in einem Objekt verursacht durch Fressaktivitäten von Organismen.,http://www.w3id.org/archlink/terms/conservationthesaurus/C188DA
http://www.w3id.org/archlink/terms/conservationthesaurus/A77283,durchwurzelt,Materialverlust durch Eindringen/Einwachsen von pflanzlichen Wurzeln in das Objekt,http://www.w3id.org/archlink/terms/conservationthesaurus/C188DA
http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,Kohäsionsverlust,"Der innere Zusammenhalt des Objektes ist geschwächt bis vollständig zerstört, das Material ist mechanisch schwach, bricht leicht, zerfällt oder ist bröselig.",http://www.w3id.org/archlink/terms/conservationthesaurus/DAC996
http://www.w3id.org/archlink/terms/conservationthesaurus/D9C8A4,zersetzt,"Das Objekt bzw. sein Material ist durch fortschreitende physikalische, chemische oder biologische Prozesse in seiner inneren Struktur stark geschädigt. Der innere Zusammenhalt ist weitgehend verloren und kann bei mechanischer Belastung zum vollständigen Materialverlust führen. Der Begriff bildet",http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/BC1DCG,verhärtet,"Das Material des Objektes zeigt eine deutliche Steigerung der inneren Verfestigung, bis hin zur völligen Versteifung/Starrheit.",http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/BGA41C,kollabiert,"Das innere Materialgefüges eines Objektes ist vollkommen destabilisiert, was zu einem kompletten Zerfall der Struktur geführt hat.",http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/F6CG68,fragmentiert,"Das Objekt ist in ein oder mehrere Teile auseinandergefallen. Je nach Feinheitsgrad der entstandenen Fragmente, kann der Begriff weiter spezifiziert werden.",http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/B4C3B9,zerschnitten,Das Materialgefüge des Objektes ist unter Erzeugung einer scharf definierten Kante in zwei oder mehr Teile getrennt worden.,http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/G74A2D,gesprungen,Das vormals fest gefügte Material weist eine Teilung ohne vollständiges Auseinanderbrechen des Objektes auf.,http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/FGG2C4,gebrochen,Das vormals fest gefügte Material des Objektes weist eine vollkommene Trennung in zwei oder mehr lose Teile auf.,http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/GB33C3,gerissen,Das Materialgefüge des Objektes zeigt eine Abtrennung mit unregelmäßiger Kanten. Häufig verursacht durch Spannungsabbau im Gefüge.,http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/FA14C2,rissig,"Das Materialgefüge des Objektes zeigt Risse, die jedoch nicht zu einer vollständigen Abtrennung geführt haben.",http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/GD5454,Oberflächenriss,"Das Objekt zeigt einen Riss, im Bereich seiner Oberfläche",http://www.w3id.org/archlink/terms/conservationthesaurus/FA14C2
http://www.w3id.org/archlink/terms/conservationthesaurus/D937D1,Craquellée,"Im Objektmaterial oder auf dessen Oberfläche (Glasur) sind feine, netzartige Risse oder Haarrisse zu beobachten.",http://www.w3id.org/archlink/terms/conservationthesaurus/FA14C2
http://www.w3id.org/archlink/terms/conservationthesaurus/BFAC52,Tiefenriss,"Das Objekt zeigt mindestens einen Riss, der bis tief in das Material hineinreicht",http://www.w3id.org/archlink/terms/conservationthesaurus/FA14C2
http://www.w3id.org/archlink/terms/conservationthesaurus/F2A5A7,Haarriss,"Das Objekt zeigt einen sehr feinen, oberflächlichen Riss, der nur wenige Millimeter tief und breit ist.",http://www.w3id.org/archlink/terms/conservationthesaurus/FA14C2
http://www.w3id.org/archlink/terms/conservationthesaurus/G84156,offene Fuge,Zwei oder mehr Teile des Objektes weisen eine Lücke zueinander auf.,http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/AF7CC8,hohl,Im Materialgefüge des Objektes hat sich ein oder mehrere Leerraum/Leerräume gebildet.,http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/BFGD3B,Pitting,"Die Objektoberfläche weist dicht nebeneinander liegende, flache Hohlräume/Grübchen auf.",http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/FA9B73,delaminiert,Das Materialgefüge des Objektes weist eine Ablösung in mehr oder weniger klar definierten Schichten auf.,http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/F97BFF,abschollend,"Auf der Objektoberfläche sind ein oder mehrere dünne Materialschichten zu sehen, die sich teilweise von dieser abgelöst haben und abstehen.",http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/D2364A,abgeplatzt,Ganz Schollen oder Stücke haben sich vollständig von der Objektoberfläche gelöst und sind entweder komplett verloren oder liegen getrennt von dem Objekt.,http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/DDFG97,versprödet,"Das Material hat seine Elastizität, Flexibilität und Bruchfestigkeit verloren. Es ist zunächst als feste Struktur erhalten geblieben, bricht oder reiß jedoch leicht bei mechanischer Belastung.",http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/BFCC33,aufgeweicht,Das Material des Objektes hat durch Wasseraufnahme seine Festigkeit und Formstabilität verloren.,http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/A8C236,pulvrig,"Das Material liegt ganz oder teilweise in feiner, staubartiger Form vor oder zerfällt bei mechanischer Belastung in diese. Der innere Zusammenhalt ist nahezu vollständig verloren.",http://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3
http://www.w3id.org/archlink/terms/conservationthesaurus/C9D991,chemische Veränderung,Das Material des Objektes zeigt durch chemische Reaktionen mit seiner Umwelt verursachte Veränderungen seiner strukturellen Zusammensetzung oder Eigenschaften.,http://www.w3id.org/archlink/terms/conservationthesaurus/DAC996
http://www.w3id.org/archlink/terms/conservationthesaurus/AA3CA7,versalzen,"Im Material oder an der Oberfläche sind lösliche Salze angereichert, die hygroskopisch Wasser aufnehmen und langfristig Schäden verursachen können.",http://www.w3id.org/archlink/terms/conservationthesaurus/C9D991
http://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5,korrodiert,"Materialumwandlungserscheinungen aufgrund chemischer Reaktionen des Objektmaterials mit seiner Umgebung. Häufig unter Beteiligung von Wasser, Salzen, Säuren oder Basen. Korrosionsprodukte bilden oft Auflagerungen unterschiedlicher Farben und Konsistenzen.",http://www.w3id.org/archlink/terms/conservationthesaurus/C9D991
http://www.w3id.org/archlink/terms/conservationthesaurus/D2FD5A,oxidiert,Bildung von Oxiden auf bzw. mit dem Objektmaterial durch Reaktion mit Sauerstoff.,http://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5
http://www.w3id.org/archlink/terms/conservationthesaurus/CFC44A,Zinnpest,"Bei Lagerung unter 13°C auftretende Zerstörung von Zinnobjekten, durch Umwandlungsprozesse innerhalb des metallischen Gefüges. Das Schadensbild zeigt sich im Anfangsstadium meist durch Flecken und Pusteln auf der Metalloberfläche, die sich allmählich ausbreiten und bis zur vollständigen Zerstörung des Objektes durch Materialinstabilität fortschreiten kann.",http://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5
http://www.w3id.org/archlink/terms/conservationthesaurus/DGC3A9,Glaskorrosion,"Fachbegriff für eine Reihe von Schäden, die typischerweise an archäologischen Gläsern beobachtet werden. Durch chemische Reaktionen mit ihrer Umgebung können die Gläser Trübungen, Farbveränderungen, Mattierung der Oberfläche oder auch eine erhöhte Fragilität aufweisen.",http://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5
http://www.w3id.org/archlink/terms/conservationthesaurus/GC4CA7,Patinabildung,"Natürliche oder künstliche Entstehung einer oberflächlichen Schicht auf dem Objekt, die durch Oxidation, Witterungseinflüsse oder chemische Reaktionen des Objektwerkstoffes entsteht. Diese Schicht sorgt für einen Schutz des darunterliegenden Materials vor weiteren korrosovienen Einflüssen.",http://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5
http://www.w3id.org/archlink/terms/conservationthesaurus/F9C118,Lochkorrosion,"Bildung von lokalen, punktuellen Vertiefungen oder Löchern auf der Oberfläche eines Objektes, die durch chemische Reaktionen in einem korrosiven Umfeld entstehen. Diese Korrosionserscheinung schwächt das Material lokalisiert und kann zu strukturellen Schäden führen, insbesondere wenn sie unbehandelt bleibt.",http://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5
http://www.w3id.org/archlink/terms/conservationthesaurus/D68BAA,Flächenkorrosion,"Über einen großen Bereich der Oberfläche (oder die gesamte Oberfläche) des Objektes verteilt findet ein Korrosionsangriff statt, der zu einem gleichmäßigen Abtrag und der Verdünnung des Materials führt. Die strukturelle Integrität als auch das ästhetische Erscheinungsbild des Objektes sind beeinträchtigt.",http://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5
http://www.w3id.org/archlink/terms/conservationthesaurus/BCDC47,Bimetallkorrosion,"Korrosionsangriff, der durch die Berührung zweier Metalle mit unterschiedlicher Elektronegativität auftritt. An den Berührungspunkten entsteht, unter Anwesenheit eines Elektrolyten (z.B. Wasser/Luftfeuchtigkeit), eine galvanische Zelle bei der das unedlere Metall als Anode fungiert und entsprechend korrodiert wird, während das edlere Metall als Kathode relativ unbeschädigt bleibt. Typische Beobachtungen bei Kontaktkorrosion sind eine verstärkte Korrosion an den Berührungsstellen der beiden Metalle sowie Verfärbungen, Materialverlust und Ablagerungen von Korrosionsprodukten.",http://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5
http://www.w3id.org/archlink/terms/conservationthesaurus/BFDB22,Spannungsrisskorrosion,"Rissbildung bis hin zum vollständigen Versagen des Materials durch Eigenspannungen im Werkstoffgefüge in Kombination mit korrosiven Umgebungsbedingungen (u.a. die Anwesenheit eines Elektrolyten). Erstes Anzeichen einer beginnenden Spannungsrisskorrosion ist eine feine, vielfach verzweigte Rissbildung an Stellen mit hoher Spannung oder Materialdefekten.",http://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5
http://www.w3id.org/archlink/terms/conservationthesaurus/F7F2A4,Spaltkorrosion,"Korrosionserscheinung, die örtlich begrenzt zur Spaltbildung zwischen Oberflächen führt.",http://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5
http://www.w3id.org/archlink/terms/conservationthesaurus/G2AFC3,interkristalline Korrosion,Korrosionsangriff entlang der Korngrenzen eines Metalls oder einer Legierung.,http://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5
http://www.w3id.org/archlink/terms/conservationthesaurus/B9C457,Bronzekrankheit,"Bildung von hellgrünen, pulverförmigen Agglomeraten in der Matrix eines Buntmetallobjektes, dass die originale Oberfläche und das ursprüngliche Aussehen des Objektes negativ beeinflusst. Die Bildung dieser Produkte ist auf eine fortschreitende Korrosion, durch die Wechselwirkung von enthaltenen Chloriden und den metallischen Bestandteilen des Objektes bei hoher Luftfeuchtigkeit, zurück zu führen.",http://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5
http://www.w3id.org/archlink/terms/conservationthesaurus/DD6CC9,mineralisiert,Umwandlung und Erhaltung organischer Materialien durch Einlagerung mineralischer Substanzen.,http://www.w3id.org/archlink/terms/conservationthesaurus/C9D991
http://www.w3id.org/archlink/terms/conservationthesaurus/B19D33,Pseudomorphose,Durch Korrosionsprodukte auf Eisenobjekten in mineralisierter Form abgebildetet Spuren von vergangenem organischen Material,http://www.w3id.org/archlink/terms/conservationthesaurus/G3D2F5
http://www.w3id.org/archlink/terms/conservationthesaurus/A9B23D,verkohlt,Das Objekt zeigt Spuren von Hitze- bzw. Feuereinwirkung in Form von abgebautem oder gänzlich verloren gegangenem Material,http://www.w3id.org/archlink/terms/conservationthesaurus/C9D991
http://www.w3id.org/archlink/terms/conservationthesaurus/B799FA,verätzt,"Die Oberfläche bzw. das Material wurde durch aggressive Chemikalien, Gase oder Umweltstoffe angegriffen und zeigt deutliche Gefügeveränderungen.",http://www.w3id.org/archlink/terms/conservationthesaurus/C9D991
http://www.w3id.org/archlink/terms/conservationthesaurus/AA6941,[Untersuchungsgerät],Zur Untersuchung/Analyse des Objektes bzw. seines Werkstoffs verwendete Gerätschaft,http://www.w3id.org/archlink/terms/conservationthesaurus/CA1BC5
http://www.w3id.org/archlink/terms/conservationthesaurus/A9A54D,Spektrometer,"technisches Geräte, mit dem sich Spektren darstellen und ausmessen lassen.",http://www.w3id.org/archlink/terms/conservationthesaurus/AA6941
http://www.w3id.org/archlink/terms/conservationthesaurus/C33933,Fourier-Transform-Infrarotspektrometer,,http://www.w3id.org/archlink/terms/conservationthesaurus/A9A54D
http://www.w3id.org/archlink/terms/conservationthesaurus/C2788C,RFA-Spektrometer,"Gerät mit dem eine Röntgenfluoreszenzanalyse durchgeführt werden kann. Das Gerät misst dabei die Intensitäten der emmitierten Fluoreszenzsröntgenstrahlung eines Materials/einer Probe, sodass Rückschlüsse auf die Elementzusammensetzung innerhalb der Probe gezogen werden können.",http://www.w3id.org/archlink/terms/conservationthesaurus/A9A54D
http://www.w3id.org/archlink/terms/conservationthesaurus/DG6841,Computertomograph,"technisches Gerät, mit dem dreidimensionale Röntgenaufnahmen und Schichtbilder erzeugt werden können. Das Gerät besteht prinzipiell, ebenso wie das konventionelle Röntgengerät, aus einer Röntgenröhre, die Röntgenstrahlen erzeugt, und einem Detektor, der die Strahlen erfasst. Der Unterschied liegt jedoch in der rotierenden Bewegung des zu untersuchenden Objektes, welches sich auf einem Drehteller zwischen Strahlenquelle und Detektor langsam und gleichmäßig um die eigene Achse dreht. Auf diese Weise wird das Objekt aus verschiedenen Winklen von den Röntgenstrahlen durchleuchtet.",http://www.w3id.org/archlink/terms/conservationthesaurus/AA6941
http://www.w3id.org/archlink/terms/conservationthesaurus/G8D62A,konventionelles Röntgengerät,"technisches Gerät, mit dem zweidimensionale Röntgenaufnahmen erzeugt werden können. Das Gerät besteht dabei aus einer Röntgenröhre, die Röntgenstrahlen erzeugt und einem Detektor oder Film, der die Strahlen erfasst. Das zu untersuchende Objekt wird zwischen Röntgenröhre und Detektor positioniert und somit von den Strahlen aus der Strahlenquelle durchleuchtet. Im Gegensatz zum Aufbau eines CT-Scanners handelt es sich beim konventionellen Röntgengerät um einen starren Aufbau, bei dem keine Bewegung während des Aufnahmevorgangs stattfindet.",http://www.w3id.org/archlink/terms/conservationthesaurus/AA6941
